Year,State,Top10_adj,Top5_adj,Top1_adj,Top05_adj,Top01_adj,Top001_adj
2000,Ohio,39.41,28.70,14.55,10.39,5.81,2.17
2000,Oklahoma,40.36,29.51,15.68,10.99,6.36,2.64
2000,Oregon,44.79,33.35,18.11,13.79,8.30,3.45
2000,Pennsylvania,44.51,33.23,18.09,13.86,8.49,3.71
2000,Rhode Island,45.65,33.83,18.52,14.19,8.96,4.09
2000,South Carolina,41.04,29.70,15.00,10.42,5.73,2.20
2000,South Dakota,37.81,28.37,15.79,11.55,7.01,3.00
2000,Tennessee,41.94,31.19,16.79,12.34,7.41,3.12
2000,Texas,45.92,35.17,20.46,16.45,10.25,4.73
2000,Utah,41.37,30.82,17.09,12.96,8.22,3.71
2000,Vermont,41.90,30.70,15.69,11.43,6.72,2.65
2000,Virginia,42.20,31.07,16.12,12.69,7.59,3.30
2000,Washington,49.87,39.13,24.73,20.51,13.47,6.72
2000,West Virginia,40.41,28.13,13.35,8.80,4.28,1.45
2000,Wisconsin,39.85,29.32,15.78,11.82,7.11,2.98
2000,Wyoming,50.69,41.69,29.60,25.21,18.47,10.78
2001,United States,44.82,33.35,18.22,14.32,8.37,3.70
2001,Alabama,42.41,30.18,15.15,10.27,5.27,2.02
2001,Alaska,33.68,22.55,10.05,6.95,3.26,1.02
2001,Arizona,43.67,31.45,16.03,11.74,6.66,2.69
2001,Arkansas,40.18,28.86,14.92,10.23,5.66,2.70
2001,California,47.50,35.90,20.16,16.49,9.68,4.46
2001,Colorado,42.43,31.35,16.73,13.40,7.70,3.40
2001,Connecticut,53.65,43.84,28.70,22.35,13.69,6.61
2001,Delaware,36.59,26.20,13.59,10.35,5.84,2.35
2001,District of Columbia,48.20,38.02,22.19,17.44,10.28,4.67
2001,Florida,49.60,38.07,22.07,17.63,10.48,4.80
2001,Georgia,42.69,31.03,15.69,11.76,6.46,2.55
2001,Hawaii,36.05,25.20,12.29,8.51,4.72,2.01
2001,Idaho,37.18,26.54,13.34,9.10,4.84,2.02
2001,Illinois,43.88,32.60,17.57,13.94,7.66,3.17
2001,Indiana,38.12,26.93,13.48,9.33,4.95,2.00
2001,Iowa,34.94,24.46,11.71,7.67,3.78,1.37
2001,Kansas,38.36,27.17,13.15,9.23,4.72,1.67
2001,Kentucky,40.77,28.82,14.09,9.39,4.73,1.81
2001,Louisiana,40.95,29.48,15.03,10.33,5.35,2.02
2001,Maine,38.99,27.85,13.78,9.35,4.99,2.01
2001,Maryland,40.40,29.46,14.68,11.47,6.35,2.64
2001,Massachusetts,49.79,38.75,22.15,17.62,10.53,4.86
2001,Michigan,40.26,28.01,13.59,9.64,5.19,2.03
2001,Minnesota,40.84,29.57,15.13,11.56,6.38,2.57
2001,Mississippi,40.13,28.56,14.56,10.12,5.33,2.22
2001,Missouri,41.23,29.77,15.44,11.16,6.24,2.62
2001,Montana,41.04,29.28,14.77,9.82,5.07,2.09
2001,Nebraska,36.39,26.53,14.26,10.43,6.28,2.96
2001,Nevada,46.38,36.38,23.20,19.26,12.26,6.28
2001,New Hampshire,40.56,29.23,14.88,11.56,6.50,2.67
2001,New Jersey,48.20,36.97,20.38,15.64,8.76,3.63
2001,New Mexico,48.12,34.87,18.11,13.23,7.61,3.31
2001,New York,54.82,43.96,28.55,23.27,14.75,7.40
2001,North Carolina,41.19,29.35,14.16,9.99,5.06,1.85
2001,North Dakota,35.41,24.55,11.67,7.38,3.56,1.20
2001,Ohio,38.99,27.91,13.70,9.50,4.97,1.88
2001,Oklahoma,40.20,28.89,15.13,10.52,5.82,2.41
2001,Oregon,41.26,29.31,14.21,9.99,5.36,2.14
2001,Pennsylvania,42.06,30.52,15.60,11.53,6.59,2.77
2001,Rhode Island,43.77,31.54,16.48,12.32,7.34,3.34
2001,South Carolina,41.31,29.29,14.24,9.57,4.76,1.70
2001,South Dakota,36.70,26.73,14.02,9.74,5.18,2.06
2001,Tennessee,42.15,30.78,15.97,11.48,6.43,2.66
2001,Texas,42.93,31.85,17.28,13.49,7.88,3.47
2001,Utah,38.43,27.50,13.86,9.93,5.58,2.26
2001,Vermont,39.04,27.66,13.19,9.08,4.73,1.71
2001,Virginia,40.13,28.73,13.75,10.48,5.82,2.35
2001,Washington,43.45,32.00,17.66,13.90,8.23,3.62
2001,West Virginia,40.93,28.26,13.37,9.02,4.37,1.67
2001,Wisconsin,38.30,27.43,14.06,10.15,5.61,2.29
2001,Wyoming,44.91,35.66,23.60,19.65,13.30,7.39
2002,United States,43.82,32.07,16.87,13.04,7.34,3.14
2002,Alabama,42.77,31.17,14.51,10.96,5.85,2.32
2002,Alaska,32.98,21.59,9.93,7.16,3.43,1.17
2002,Arizona,42.58,30.58,15.05,11.41,6.13,2.46
2002,Arkansas,41.14,30.21,14.22,10.97,5.96,2.42
2002,California,45.23,32.96,17.77,13.80,7.85,3.41
2002,Colorado,40.89,29.16,15.18,11.60,6.37,2.63
2002,Connecticut,49.35,39.85,22.98,18.44,11.33,5.49
2002,Delaware,36.11,25.34,13.03,9.98,5.49,2.28
2002,District of Columbia,46.96,36.23,19.86,15.55,9.01,4.02
2002,Florida,48.76,37.60,21.10,16.87,10.27,4.92
2002,Georgia,41.64,29.89,14.79,11.11,5.85,2.28
2002,Hawaii,34.95,24.28,11.17,8.22,4.13,1.50
2002,Idaho,37.26,26.97,12.45,9.38,4.97,1.95
2002,Illinois,43.70,32.06,17.20,13.36,7.60,3.30
2002,Indiana,38.79,27.69,13.07,9.85,5.23,2.06
2002,Iowa,35.68,25.58,11.50,8.54,4.39,1.64
2002,Kansas,39.66,28.37,13.61,10.21,5.37,2.08
2002,Kentucky,40.96,29.43,13.31,9.88,5.06,1.89
2002,Louisiana,40.43,29.53,13.76,10.32,5.42,2.10
2002,Maine,39.59,28.52,12.96,9.63,4.94,1.85
2002,Maryland,38.82,27.50,13.78,10.32,5.39,2.07
2002,Massachusetts,46.70,34.63,18.46,14.23,7.96,3.37
2002,Michigan,41.31,28.65,13.77,10.31,5.40,2.08
2002,Minnesota,40.76,29.04,14.73,11.14,5.97,2.38
2002,Mississippi,40.62,29.34,13.12,10.17,5.38,2.10
2002,Missouri,40.64,29.50,14.45,11.00,5.98,2.43
2002,Montana,41.33,30.28,14.30,10.92,5.86,2.34
2002,Nebraska,36.47,26.86,13.36,10.31,5.78,2.46
2002,Nevada,46.82,36.85,22.58,18.84,12.68,7.00
2002,New Hampshire,39.04,26.98,13.46,10.10,5.30,2.05
2002,New Jersey,46.20,34.84,18.10,13.81,7.54,3.09
2002,New Mexico,40.47,28.80,12.23,9.14,4.59,1.67
2002,New York,50.78,39.37,23.24,18.85,11.85,5.94
2002,North Carolina,41.81,29.94,14.21,10.58,5.45,2.06
2002,North Dakota,36.24,25.69,11.18,8.20,3.97,1.37
2002,Ohio,40.01,29.11,13.86,10.43,5.52,2.16
2002,Oklahoma,39.36,28.64,13.48,10.32,5.62,2.29
2002,Oregon,41.45,29.50,13.81,10.25,5.25,1.96
2002,Pennsylvania,41.84,30.17,14.94,11.29,6.02,2.39
2002,Rhode Island,42.31,29.80,14.54,10.89,5.70,2.20
2002,South Carolina,41.35,29.77,13.42,9.93,5.05,1.87
2002,South Dakota,38.34,28.46,14.08,10.80,5.97,2.49
2002,Tennessee,41.55,30.65,14.87,11.29,6.09,2.45
2002,Texas,41.32,30.13,15.65,12.07,6.75,2.86
2002,Utah,38.44,27.73,13.58,10.31,5.57,2.25
2002,Vermont,39.45,28.27,12.98,9.61,4.89,1.81
2002,Virginia,39.53,27.50,13.45,9.97,5.08,1.89
2002,Washington,42.81,30.99,16.57,12.92,7.41,3.26
2002,West Virginia,40.66,28.39,11.47,8.75,4.23,1.46
2002,Wisconsin,38.90,28.13,14.03,10.74,5.91,2.45
2002,Wyoming,43.74,34.95,21.68,18.45,12.99,7.65
2003,United States,44.53,32.77,17.53,13.67,7.87,3.49
2003,Alabama,43.28,31.56,14.97,11.39,6.18,2.52
2003,Alaska,33.27,22.27,10.76,7.97,4.07,1.52
2003,Arizona,43.77,31.71,16.05,12.31,6.82,2.87
2003,Arkansas,41.29,30.34,14.24,10.94,5.97,2.45
2003,California,46.86,34.68,19.13,15.05,8.84,4.04
2003,Colorado,41.65,29.82,15.67,12.06,6.73,2.86
2003,Connecticut,50.97,41.97,24.79,20.18,12.83,6.57
2003,Delaware,37.67,26.59,13.95,10.77,6.05,2.59
2003,District of Columbia,51.23,40.21,22.82,18.20,11.03,5.27
2003,Florida,47.96,36.96,20.87,16.76,10.32,5.04
2003,Georgia,41.81,30.16,15.15,11.48,6.18,2.49
2003,Hawaii,36.49,25.61,12.39,9.28,4.86,1.88
2003,Idaho,38.40,28.16,13.33,10.15,5.53,2.27
2003,Illinois,44.53,32.78,17.71,13.82,7.95,3.53
2003,Indiana,38.78,27.71,13.50,10.31,5.66,2.34
2003,Iowa,36.59,26.18,11.83,8.77,4.50,1.69
2003,Kansas,39.65,28.55,14.12,10.74,5.83,2.38
2003,Kentucky,41.92,30.43,13.87,10.38,5.43,2.10
2003,Louisiana,40.24,29.30,13.44,10.05,5.24,2.02
2003,Maine,38.53,28.01,12.88,9.59,4.96,1.89
2003,Maryland,39.64,28.55,14.52,10.97,5.87,2.34
2003,Massachusetts,48.30,36.45,19.97,15.63,9.07,4.07
2003,Michigan,42.17,29.28,14.34,10.82,5.77,2.30
2003,Minnesota,41.24,29.67,15.51,11.91,6.61,2.78
2003,Mississippi,41.48,30.04,13.51,10.46,5.58,2.22
2003,Missouri,40.79,29.58,14.55,11.12,6.11,2.54
2003,Montana,40.72,29.87,14.25,10.81,5.84,2.37
2003,Nebraska,35.64,26.16,13.18,10.24,5.83,2.55
2003,Nevada,47.92,37.79,23.48,19.66,13.35,7.51
2003,New Hampshire,38.86,27.32,13.95,10.57,5.69,2.30
2003,New Jersey,46.11,35.33,18.52,14.23,7.92,3.35
2003,New Mexico,40.81,28.86,12.37,9.11,4.53,1.63
2003,New York,52.89,41.23,24.67,20.19,12.98,6.76
2003,North Carolina,42.39,30.50,14.77,11.10,5.87,2.30
2003,North Dakota,34.48,24.82,11.16,8.23,4.16,1.54
2003,Ohio,39.49,28.56,13.71,10.35,5.51,2.19
2003,Oklahoma,39.82,29.42,14.42,11.19,6.36,2.78
2003,Oregon,42.04,30.17,14.54,10.93,5.77,2.27
2003,Pennsylvania,42.24,30.62,15.63,11.97,6.60,2.76
2003,Rhode Island,42.65,30.17,15.06,11.39,6.11,2.45
2003,South Carolina,42.30,30.50,13.97,10.39,5.34,2.02
2003,South Dakota,36.25,27.06,13.37,10.28,5.71,2.41
2003,Tennessee,42.74,31.78,15.97,12.33,6.92,2.97
2003,Texas,42.70,31.44,16.66,13.00,7.49,3.33
2003,Utah,39.76,28.98,14.57,11.21,6.25,2.65
2003,Vermont,38.14,27.10,12.33,9.03,4.49,1.62
2003,Virginia,39.60,28.08,13.94,10.42,5.43,2.09
2003,Washington,43.31,31.46,16.93,13.22,7.62,3.40
2003,West Virginia,41.76,29.21,11.86,9.08,4.46,1.58
2003,Wisconsin,38.87,28.03,14.20,10.91,6.07,2.56
2003,Wyoming,44.02,35.31,22.40,19.19,13.72,8.31
2004,United States,46.40,34.95,19.75,15.74,9.47,4.34
2004,Alabama,43.16,31.96,16.41,12.79,7.31,3.11
2004,Alaska,33.51,23.02,11.36,8.47,4.37,1.61
2004,Arizona,47.34,35.37,19.41,15.36,9.07,4.06
2004,Arkansas,41.96,31.43,15.48,12.00,6.77,2.83
2004,California,48.77,37.59,21.72,17.45,10.68,5.02
2004,Colorado,44.75,33.16,18.45,14.56,8.56,3.80
2004,Connecticut,53.99,46.08,28.16,23.36,15.42,8.09
2004,Delaware,41.31,30.49,17.42,13.95,8.49,3.96
2004,District of Columbia,49.50,39.78,23.21,18.77,11.68,5.62
2004,Florida,54.64,43.71,26.81,22.20,14.58,7.59
2004,Georgia,43.23,31.77,16.71,12.90,7.19,2.96
2004,Hawaii,38.12,27.29,13.99,10.69,5.83,2.33
2004,Idaho,40.01,29.92,15.56,12.23,7.12,3.12
2004,Illinois,46.25,34.87,19.86,15.84,9.54,4.39
2004,Indiana,39.18,28.15,14.33,11.08,6.20,2.57
2004,Iowa,35.71,25.77,12.55,9.54,5.15,2.02
2004,Kansas,40.63,29.46,15.11,11.60,6.39,2.59
2004,Kentucky,41.32,30.24,14.75,11.28,6.16,2.46
2004,Louisiana,39.73,29.02,13.77,10.44,5.59,2.17
2004,Maine,39.44,28.95,14.06,10.65,5.68,2.20
2004,Maryland,40.44,30.60,16.37,12.68,7.13,2.97
2004,Massachusetts,49.16,38.85,22.13,17.66,10.65,4.91
2004,Michigan,42.42,29.93,15.41,11.86,6.58,2.69
2004,Minnesota,41.61,30.47,16.50,12.84,7.31,3.10
2004,Mississippi,39.66,28.76,12.97,9.96,5.25,2.00
2004,Missouri,40.79,29.96,15.58,12.13,6.89,2.92
2004,Montana,40.71,30.53,15.00,11.53,6.37,2.59
2004,Nebraska,36.61,27.27,14.80,11.76,7.02,3.19
2004,Nevada,56.31,46.50,31.39,27.16,19.78,11.93
2004,New Hampshire,40.36,29.66,15.96,12.39,7.00,2.94
2004,New Jersey,46.36,36.88,19.79,15.44,8.83,3.77
2004,New Mexico,41.12,29.44,13.76,10.37,5.47,2.08
2004,New York,56.09,45.03,28.49,23.87,16.13,8.74
2004,North Carolina,42.16,30.76,15.67,11.97,6.52,2.60
2004,North Dakota,36.00,26.51,12.76,9.65,5.14,1.98
2004,Ohio,40.48,29.76,15.34,11.89,6.70,2.80
2004,Oklahoma,40.41,30.69,16.29,13.05,7.93,3.69
2004,Oregon,43.51,31.64,16.03,12.25,6.68,2.66
2004,Pennsylvania,42.15,30.91,16.40,12.72,7.18,3.01
2004,Rhode Island,43.68,31.49,16.67,12.90,7.24,3.01
2004,South Carolina,43.15,31.60,15.75,12.05,6.60,2.65
2004,South Dakota,37.05,28.46,15.33,12.19,7.30,3.33
2004,Tennessee,43.98,33.31,17.94,14.18,8.37,3.74
2004,Texas,44.30,33.29,18.60,14.80,8.87,4.05
2004,Utah,40.86,30.18,16.12,12.64,7.32,3.18
2004,Vermont,39.12,28.25,14.02,10.60,5.64,2.17
2004,Virginia,40.41,29.99,15.46,11.76,6.35,2.50
2004,Washington,44.06,32.54,18.15,14.35,8.47,3.78
2004,West Virginia,41.94,29.61,12.52,9.59,4.83,1.72
2004,Wisconsin,39.34,28.64,15.17,11.83,6.76,2.88
2004,Wyoming,45.45,36.98,24.41,21.07,15.25,9.12
2005,United States,48.33,37.16,21.92,17.77,10.98,5.13
2005,Alabama,44.87,33.87,18.65,14.89,8.87,3.93
2005,Alaska,32.78,23.29,11.87,8.96,4.70,1.73
2005,Arizona,50.56,38.85,22.69,18.33,11.24,5.19
2005,Arkansas,42.19,31.81,16.49,12.94,7.42,3.11
2005,California,50.47,40.39,24.21,19.78,12.45,5.96
2005,Colorado,44.73,34.64,19.90,15.92,9.54,4.26
2005,Connecticut,55.50,48.47,30.40,25.59,17.25,9.11
2005,Delaware,45.16,34.61,20.76,16.98,10.70,5.13
2005,District of Columbia,51.39,42.53,25.52,20.95,13.32,6.47
2005,Florida,59.87,49.42,32.04,27.15,18.59,10.04
2005,Georgia,44.81,33.71,18.82,14.89,8.69,3.74
2005,Hawaii,39.83,29.30,16.11,12.65,7.26,3.05
2005,Idaho,42.73,32.64,18.49,14.85,8.98,4.07
2005,Illinois,47.10,36.62,21.48,17.35,10.63,4.90
2005,Indiana,39.88,28.99,15.46,12.13,6.95,2.91
2005,Iowa,36.14,26.06,13.09,10.00,5.39,2.07
2005,Kansas,41.37,30.46,16.58,13.00,7.43,3.10
2005,Kentucky,41.74,30.81,15.72,12.18,6.78,2.72
2005,Louisiana,42.15,31.83,17.08,13.55,7.95,3.45
2005,Maine,40.56,29.98,15.25,11.71,6.38,2.49
2005,Maryland,41.11,32.01,17.47,13.67,7.79,3.23
2005,Massachusetts,50.13,40.92,23.94,19.39,11.96,5.56
2005,Michigan,42.57,30.34,16.11,12.52,7.01,2.84
2005,Minnesota,42.47,32.11,18.04,14.28,8.34,3.59
2005,Mississippi,42.09,31.56,15.80,12.38,7.06,2.94
2005,Missouri,42.27,31.49,17.24,13.66,8.01,3.47
2005,Montana,41.00,30.89,15.97,12.35,6.83,2.72
2005,Nebraska,36.62,27.36,15.24,12.17,7.25,3.21
2005,Nevada,57.72,48.51,33.74,29.54,21.82,13.14
2005,New Hampshire,41.19,31.24,17.32,13.62,7.84,3.31
2005,New Jersey,47.16,38.45,20.92,16.49,9.54,4.05
2005,New Mexico,42.88,31.29,15.78,12.14,6.64,2.61
2005,New York,57.46,47.32,30.79,26.12,17.93,9.73
2005,North Carolina,43.03,31.85,17.01,13.21,7.39,2.99
2005,North Dakota,35.36,26.03,13.00,9.92,5.33,2.03
2005,Ohio,40.69,30.01,15.93,12.44,7.04,2.90
2005,Oklahoma,39.92,30.69,17.27,13.98,8.61,4.00
2005,Oregon,44.28,32.41,17.03,13.12,7.19,2.83
2005,Pennsylvania,44.00,32.91,18.40,14.58,8.55,3.70
2005,Rhode Island,44.10,31.96,17.08,13.21,7.33,2.93
2005,South Carolina,44.78,33.37,17.78,13.90,7.88,3.26
2005,South Dakota,38.00,29.49,16.72,13.51,8.28,3.82
2005,Tennessee,44.30,33.85,18.87,15.04,8.93,3.94
2005,Texas,47.14,36.57,21.85,17.85,11.23,5.38
2005,Utah,42.95,32.62,18.84,15.18,9.24,4.22
2005,Vermont,41.76,30.65,16.10,12.42,6.84,2.70
2005,Virginia,41.33,31.88,16.96,13.12,7.27,2.91
2005,Washington,45.20,34.53,19.84,15.87,9.51,4.25
2005,West Virginia,42.64,30.94,14.54,11.31,6.18,2.42
2005,Wisconsin,40.49,29.79,16.42,12.98,7.56,3.24
2005,Wyoming,48.98,40.81,28.35,24.85,18.40,11.13
2006,United States,49.32,38.08,22.82,18.62,11.59,5.46
2006,Alabama,48.09,35.93,20.53,16.58,10.08,4.59
2006,Alaska,33.84,24.37,12.68,9.65,5.12,1.92
2006,Arizona,50.88,38.67,23.12,18.85,11.72,5.52
2006,Arkansas,42.64,31.34,16.35,12.77,7.19,2.93
2006,California,49.92,39.99,23.94,19.56,12.23,5.80
2006,Colorado,46.71,36.85,21.59,17.45,10.63,4.86
2006,Connecticut,56.13,49.00,30.99,26.25,17.83,9.52
2006,Delaware,42.95,32.37,18.75,15.05,9.02,4.03
2006,District of Columbia,52.21,43.53,26.05,21.44,13.62,6.61
2006,Florida,59.18,48.11,31.56,26.85,18.44,10.00
2006,Georgia,47.38,35.27,20.07,15.99,9.42,4.11
2006,Hawaii,39.65,28.45,15.71,12.35,7.06,2.94
2006,Idaho,46.15,35.23,20.88,17.00,10.55,4.95
2006,Illinois,48.52,38.13,22.83,18.62,11.59,5.46
2006,Indiana,41.46,29.70,16.30,12.86,7.42,3.13
2006,Iowa,38.37,27.39,14.46,11.22,6.23,2.49
2006,Kansas,42.71,31.14,17.60,13.98,8.18,3.53
2006,Kentucky,43.23,31.41,16.59,12.98,7.34,3.01
2006,Louisiana,47.28,36.09,21.46,17.52,10.93,5.16
2006,Maine,41.50,30.19,15.98,12.43,6.94,2.79
2006,Maryland,42.18,33.00,18.04,14.17,8.08,3.35
2006,Massachusetts,50.86,41.92,24.85,20.31,12.70,6.03
2006,Michigan,44.30,30.95,16.62,12.93,7.22,2.91
2006,Minnesota,43.36,32.83,18.46,14.59,8.45,3.59
2006,Mississippi,45.32,33.69,18.05,14.35,8.42,3.65
2006,Missouri,43.70,32.05,17.98,14.32,8.44,3.67
2006,Montana,43.25,32.16,17.36,13.56,7.63,3.11
2006,Nebraska,40.29,29.97,17.53,14.25,8.80,4.10
2006,Nevada,56.38,46.62,32.37,28.27,20.64,12.21
2006,New Hampshire,42.21,32.41,18.57,14.83,8.79,3.86
2006,New Jersey,48.06,39.36,21.42,16.96,9.85,4.20
2006,New Mexico,44.68,32.18,16.87,13.06,7.21,2.86
2006,New York,59.27,49.32,32.75,28.04,19.54,10.82
2006,North Carolina,44.62,32.65,17.87,13.99,7.91,3.25
2006,North Dakota,39.07,28.63,15.45,12.13,6.90,2.86
2006,Ohio,42.24,30.71,16.75,13.16,7.52,3.13
2006,Oklahoma,41.98,32.23,19.41,16.02,10.26,5.03
2006,Oregon,45.86,33.25,18.09,14.11,7.92,3.22
2006,Pennsylvania,46.25,34.11,19.43,15.48,9.13,3.98
2006,Rhode Island,45.01,32.97,18.34,14.44,8.28,3.47
2006,South Carolina,47.31,34.77,19.02,14.97,8.58,3.59
2006,South Dakota,40.98,31.47,18.51,15.06,9.33,4.36
2006,Tennessee,47.27,35.88,20.79,16.79,10.22,4.66
2006,Texas,48.71,37.76,23.07,18.99,12.08,5.87
2006,Utah,45.04,33.84,19.97,16.17,9.90,4.55
2006,Vermont,44.66,32.72,18.15,14.31,8.24,3.47
2006,Virginia,42.44,32.86,17.49,13.57,7.52,3.00
2006,Washington,46.41,35.93,20.91,16.82,10.14,4.56
2006,West Virginia,41.85,29.77,13.96,10.58,5.55,2.05
2006,Wisconsin,42.49,30.89,17.65,14.13,8.41,3.72
2006,Wyoming,53.40,45.22,32.85,29.27,22.38,14.15
2007,United States,49.74,38.67,23.50,19.31,12.28,6.04
2007,Alabama,47.81,34.87,20.05,16.17,9.83,4.54
2007,Alaska,34.19,25.04,13.17,10.10,5.47,2.14
2007,Arizona,49.33,36.64,21.64,17.55,10.81,5.09
2007,Arkansas,43.33,31.57,17.35,13.81,8.16,3.61
2007,California,50.81,40.77,24.51,20.13,12.78,6.27
2007,Colorado,46.74,36.88,21.40,17.27,10.53,4.88
2007,Connecticut,59.88,52.43,34.74,30.05,21.51,12.54
2007,Delaware,42.74,32.09,18.38,14.68,8.72,3.90
2007,District of Columbia,54.40,45.38,27.31,22.61,14.63,7.38
2007,Florida,58.08,46.47,30.67,26.19,18.19,10.16
2007,Georgia,47.85,35.41,20.22,16.13,9.58,4.27
2007,Hawaii,38.60,27.77,15.53,12.26,7.10,3.06
2007,Idaho,43.91,32.47,19.11,15.49,9.54,4.49
2007,Illinois,50.42,39.99,24.58,20.32,13.10,6.57
2007,Indiana,42.30,29.75,16.58,13.13,7.66,3.33
2007,Iowa,38.45,26.90,14.61,11.41,6.45,2.69
2007,Kansas,42.63,31.33,17.97,14.36,8.55,3.83
2007,Kentucky,44.03,31.49,17.14,13.49,7.76,3.31
2007,Louisiana,39.21,28.03,15.52,12.27,7.13,3.08
2007,Maine,41.75,29.55,15.65,12.10,6.67,2.68
2007,Maryland,43.59,34.34,18.79,14.84,8.60,3.70
2007,Massachusetts,53.55,44.71,26.95,22.31,14.43,7.28
2007,Michigan,46.03,32.46,17.90,14.07,8.06,3.42
2007,Minnesota,44.04,33.64,19.21,15.33,9.10,4.06
2007,Mississippi,42.53,30.54,16.12,12.66,7.25,3.07
2007,Missouri,45.62,33.16,19.26,15.53,9.45,4.37
2007,Montana,43.91,32.01,17.81,14.08,8.19,3.54
2007,Nebraska,40.80,29.85,17.82,14.55,9.10,4.38
2007,Nevada,55.12,44.66,30.88,26.93,19.66,11.78
2007,New Hampshire,43.06,33.24,18.92,15.10,8.97,4.00
2007,New Jersey,50.18,41.37,23.24,18.72,11.36,5.23
2007,New Mexico,45.84,32.62,17.77,13.96,7.99,3.38
2007,New York,62.32,52.71,36.15,31.49,22.92,13.68
2007,North Carolina,44.16,32.05,17.79,14.00,8.05,3.43
2007,North Dakota,38.74,27.71,15.35,12.09,6.97,2.98
2007,Ohio,42.96,30.74,17.19,13.61,7.94,3.45
2007,Oklahoma,44.18,33.39,20.57,17.08,11.11,5.65
2007,Oregon,47.24,34.01,18.74,14.69,8.37,3.52
2007,Pennsylvania,46.41,34.69,20.18,16.24,9.82,4.50
2007,Rhode Island,45.97,34.09,19.55,15.62,9.29,4.16
2007,South Carolina,47.09,34.06,19.09,15.16,8.89,3.90
2007,South Dakota,39.39,29.53,17.43,14.15,8.73,4.12
2007,Tennessee,48.31,36.15,21.39,17.40,10.80,5.14
2007,Texas,48.38,37.28,22.64,18.59,11.80,5.79
2007,Utah,45.33,34.27,20.69,16.92,10.64,5.15
2007,Vermont,45.53,32.92,18.48,14.62,8.51,3.69
2007,Virginia,41.92,32.57,17.09,13.24,7.35,2.98
2007,Washington,47.45,37.28,22.13,18.01,11.20,5.33
2007,West Virginia,43.01,30.16,15.11,11.70,6.47,2.61
2007,Wisconsin,42.13,30.44,17.54,14.05,8.42,3.81
2007,Wyoming,54.23,46.09,33.60,30.01,23.14,15.00
2008,United States,48.23,36.52,20.95,16.87,10.40,5.03
2008,Alabama,46.96,33.31,18.01,14.23,8.38,3.80
2008,Alaska,35.13,25.71,13.01,9.88,5.32,2.12
2008,Arizona,47.36,33.48,18.07,14.18,8.23,3.66
2008,Arkansas,44.70,32.22,17.13,13.54,8.00,3.64
2008,California,48.25,37.39,20.76,16.54,9.94,4.64
2008,Colorado,44.27,33.68,18.37,14.47,8.48,3.82
2008,Connecticut,51.44,44.05,26.87,22.58,15.38,8.58
2008,Delaware,43.23,31.22,16.70,13.00,7.41,3.21
2008,District of Columbia,51.77,41.91,23.19,18.61,11.38,5.44
2008,Florida,54.39,41.99,26.04,21.77,14.64,8.02
2008,Georgia,46.84,33.27,17.65,13.71,7.77,3.34
2008,Hawaii,36.83,25.59,13.32,10.25,5.69,2.37
2008,Idaho,41.65,29.92,16.51,13.16,7.92,3.70
2008,Illinois,48.73,37.81,22.03,17.88,11.23,5.59
2008,Indiana,41.05,27.96,14.34,11.00,6.06,2.50
2008,Iowa,38.38,26.22,13.50,10.34,5.69,2.34
2008,Kansas,40.03,29.10,16.05,12.67,7.47,3.39
2008,Kentucky,43.81,30.69,15.70,12.12,6.78,2.86
2008,Louisiana,50.12,37.99,23.19,19.24,12.71,6.79
2008,Maine,40.61,28.02,13.94,10.59,5.71,2.28
2008,Maryland,40.32,30.76,15.30,11.64,6.29,2.52
2008,Massachusetts,48.79,39.25,21.76,17.43,10.62,5.05
2008,Michigan,45.89,31.50,16.36,12.60,7.01,2.93
2008,Minnesota,43.30,32.37,17.73,13.96,8.17,3.67
2008,Mississippi,44.03,31.42,16.29,12.79,7.44,3.32
2008,Missouri,45.79,33.01,18.68,15.00,9.20,4.41
2008,Montana,42.05,30.08,15.93,12.42,7.12,3.10
2008,Nebraska,38.96,27.89,15.65,12.49,7.54,3.54
2008,Nevada,51.03,38.93,24.53,20.68,14.19,8.00
2008,New Hampshire,40.39,30.05,16.06,12.51,7.14,3.10
2008,New Jersey,48.97,39.79,20.97,16.55,9.74,4.41
2008,New Mexico,44.37,30.79,15.73,12.11,6.72,2.80
2008,New York,58.59,48.35,31.03,26.40,18.49,10.75
2008,North Carolina,41.65,29.12,15.14,11.65,6.46,2.69
2008,North Dakota,40.90,29.67,16.53,13.12,7.81,3.60
2008,Ohio,42.10,29.42,15.45,11.98,6.76,2.89
2008,Oklahoma,42.15,31.38,18.43,15.05,9.59,4.86
2008,Oregon,44.45,30.59,15.59,11.88,6.45,2.60
2008,Pennsylvania,44.91,32.79,17.89,14.06,8.19,3.66
2008,Rhode Island,44.19,31.55,16.68,12.92,7.28,3.10
2008,South Carolina,44.33,30.81,15.69,12.03,6.62,2.72
2008,South Dakota,39.07,28.92,16.57,13.36,8.26,4.02
2008,Tennessee,45.84,33.11,17.95,14.15,8.30,3.74
2008,Texas,50.52,39.60,23.97,19.81,12.97,6.84
2008,Utah,42.61,30.76,17.36,13.88,8.43,3.99
2008,Vermont,42.40,29.52,15.62,12.14,6.89,2.96
2008,Virginia,41.04,31.20,15.36,11.63,6.22,2.46
2008,Washington,43.41,32.74,18.13,14.36,8.53,3.91
2008,West Virginia,43.86,30.39,15.03,11.64,6.55,2.78
