Year,Sport,D1Teams,D1Athletes,D1AvgSquad,D2Teams,D2Athletes,D2AvgSquad,D3Teams,D3Athletes,D3AvgSquad,TotalNCAATeams,TotalNCAAAthletes,AvgNCAASquad
2022-2023,M_Esport,1,35,35,3,106,35.3,13,307,23.6,17,448,26.4
1981-1982,M_Fencing,43,767,17.8,9,145,16.1,27,507,18.8,79,"1,419",18
1982-1983,M_Fencing,41,756,18.4,8,72,9,23,362,15.7,72,"1,190",16.5
1983-1984,M_Fencing,40,874,21.9,7,84,12,24,410,17.1,71,"1,368",19.3
1984-1985,M_Fencing,37,850,23,5,64,12.8,25,493,19.7,67,"1,407",21
1985-1986,M_Fencing,34,777,22.9,5,66,13.2,26,505,19.4,65,"1,348",20.7
1986-1987,M_Fencing,31,736,23.7,4,59,14.8,23,377,16.4,58,"1,172",20.2
1987-1988,M_Fencing,29,828,28.6,3,42,14,23,362,15.7,55,"1,232",22.4
1988-1989,M_Fencing,27,648,24,1,9,9,20,310,15.5,48,967,20.1
1989-1990,M_Fencing,27,647,24,1,9,9,20,309,15.5,48,965,20.1
1990-1991,M_Fencing,28,600,21.4,1,11,11,20,329,16.5,49,940,19.2
1991-1992,M_Fencing,29,665,22.9,0,N/A,N/A,20,283,14.2,49,948,19.3
1992-1993,M_Fencing,27,518,19.2,0,N/A,N/A,20,300,15,47,818,17.4
1993-1994,M_Fencing,24,463,19.3,0,N/A,N/A,21,294,14,45,757,16.8
1994-1995,M_Fencing,23,426,18.5,0,N/A,N/A,19,289,15.2,42,715,17
1995-1996,M_Fencing*,25,350,14,2,22,11,20,358,17.9,47,730,15.5
1996-1997,M_Fencing*,21,361,17.2,2,18,9,15,275,18.3,38,654,17.2
1997-1998,M_Fencing*,20,346,17.3,2,17,8.5,15,254,16.9,37,617,16.7
1998-1999,M_Fencing*,20,358,17.9,2,21,10.5,15,267,17.8,37,646,17.5
1999-2000,M_Fencing*,21,340,16.2,2,22,11,14,234,16.7,37,596,16.1
2000-2001,M_Fencing*,22,387,17.6,7,126,18,23,386,16.8,52,900,17.3
2001-2002,M_Fencing*,21,330,15.7,3,36,12,14,220,15.7,38,586,15.4
2002-2003,M_Fencing*,21,349,16.6,4,35,8.8,14,235,16.8,39,619,15.9
2003-2004,M_Fencing*,21,356,17,3,43,14.3,13,211,16.2,37,610,16.5
2004-2005,M_Fencing*,21,388,18.5,3,43,14.3,12,192,16,36,623,17.3
2005-2006,M_Fencing*,20,378,18.9,3,28,9.3,12,226,18.8,35,632,18.1
2006-2007,M_Fencing*,21,365,17.4,3,36,12,12,228,19,36,629,17.5
2007-2008,M_Fencing*,20,352,17.6,3,42,14,12,231,19.3,35,625,17.9
2008-2009,M_Fencing*,19,349,18.4,3,45,15,12,221,18.4,34,615,18.1
2009-2010,M_Fencing*,20,374,18.7,2,36,18,12,223,18.6,34,633,18.6
2010-2011,M_Fencing*,20,373,18.7,2,36,18,12,196,16.3,34,605,17.8
2011-2012,M_Fencing*,21,401,19.1,2,27,13.5,12,207,17.3,35,635,18.1
2012-2013,M_Fencing*,20,373,18.7,2,29,14.5,12,242,20.2,34,644,18.9
2013-2014,M_Fencing*,20,380,19,2,31,15.5,12,233,19.4,34,644,18.9
2014-2015,M_Fencing*,20,383,19.2,2,35,17.5,12,235,19.6,34,653,19.2
2015-2016,M_Fencing*,21,389,18.5,2,28,14,12,230,19.2,35,647,18.5
2016-2017,M_Fencing*,21,379,18,2,30,15,12,230,19.2,35,639,18.3
2017-2018,M_Fencing*,21,394,18.8,2,36,18,12,245,20.4,35,675,19.3
2018-2019,M_Fencing*,21,396,18.9,2,31,15.5,12,234,19.5,35,661,18.9
2019-2020,M_Fencing*,21,376,17.9,2,30,15,11,236,21.5,34,642,18.9
2020-2021,M_Fencing*,20,342,17.1,2,29,14.5,11,202,18.4,33,573,17.4
2021-2022,M_Fencing*,20,386,19.3,2,25,12.5,11,228,20.7,33,639,19.4
2022-2023,M_Fencing*,21,384,18.3,2,35,17.5,11,219,19.9,34,638,18.8
1981-1982,M_Football,187,"17,842",95.4,121,"9,796",81,189,"13,095",69.3,497,"40,733",82
1982-1983,M_Football,189,"20,760",109.8,124,"10,228",82.5,196,"14,275",72.8,509,"45,263",88.9
1983-1984,M_Football,189,"20,817",110.1,122,"11,021",90.3,196,"15,382",78.5,507,"47,220",93.1
1984-1985,M_Football,192,"22,813",118.8,114,"10,721",94,197,"16,087",81.7,503,"49,621",98.7
1985-1986,M_Football,193,"22,318",115.6,114,"10,953",96.1,202,"17,489",86.6,509,"50,760",99.7
1986-1987,M_Football,192,"21,713",113.1,111,"10,253",92.4,207,"19,121",92.4,510,"51,087",100.2
1987-1988,M_Football,192,"21,041",109.6,107,"9,451",88.3,211,"16,709",79.2,510,"47,201",92.6
1988-1989,M_Football,193,"21,517",111.5,116,"9,790",84.4,213,"16,635",78.1,522,"47,942",91.8
1989-1990,M_Football,195,"21,634",110.9,116,"9,795",84.4,213,"16,399",77,524,"47,828",91.3
1990-1991,M_Football,193,"21,341",110.6,120,"10,872",90.6,221,"17,450",79,534,"49,663",93
1991-1992,M_Football,195,"21,185",108.6,127,"11,210",88.3,224,"17,398",77.7,546,"49,793",91.2
1992-1993,M_Football,195,"21,034",107.9,129,"10,849",84.1,229,"17,885",78.1,553,"49,768",90
1993-1994,M_Football,221,"23,729",107.4,142,"11,814",83.2,198,"15,305",77.3,561,"50,848",90.6
1994-1995,M_Football,224,"23,137",103.3,141,"11,900",84.4,201,"15,919",79.2,566,"50,956",90
1995-1996,M_Football,230,"24,081",104.7,154,"13,075",84.9,216,"17,690",81.9,600,"54,846",91.4
1996-1997,M_Football,229,"23,564",102.9,154,"13,598",88.3,217,"17,794",82,600,"54,956",91.6
1997-1998,M_Football,231,"23,793",103,151,"13,197",87.4,217,"17,816",82.1,599,"54,806",91.5
1998-1999,M_Football,231,"23,955",103.7,157,"14,271",90.9,217,"18,315",84.4,605,"56,541",93.5
1999-2000,M_Football,235,"24,605",104.7,155,"13,826",89.2,220,"19,162",87.1,610,"57,593",94.4
2000-2001,M_Football,236,"24,804",105.1,157,"13,879",88.4,231,"20,028",86.7,624,"58,710",94.1
2001-2002,M_Football,238,"24,747",104,153,"13,634",89.1,226,"19,709",87.2,617,"58,090",94.1
2002-2003,M_Football,240,"25,243",105.2,150,"13,938",92.9,229,"20,459",89.3,619,"59,640",96.3
2003-2004,M_Football,238,"25,363",106.6,151,"14,206",94.1,228,"20,411",89.5,617,"59,980",97.2
2004-2005,M_Football,234,"25,182",107.6,149,"13,774",92.4,231,"21,161",91.6,614,"60,117",97.9
2005-2006,M_Football,235,"25,180",107.1,153,"14,767",96.5,230,"21,305",92.6,618,"61,252",99.1
2006-2007,M_Football,234,"25,064",107.1,158,"15,348",97.1,233,"22,047",94.6,625,"62,459",99.9
2007-2008,M_Football,236,"25,658",108.7,156,"15,764",101.1,237,"22,813",96.3,629,"64,235",102.1
2008-2009,M_Football,238,"26,104",109.7,154,"15,655",101.7,241,"23,120",95.9,633,"64,879",102.5
2009-2010,M_Football,238,"26,325",110.6,157,"16,320",103.9,238,"23,668",99.4,633,"66,313",104.8
2010-2011,M_Football,238,"26,087",109.6,168,"17,921",106.7,238,"23,879",100.3,644,"67,887",105.4
2011-2012,M_Football,242,"26,737",110.5,169,"18,507",109.5,240,"24,399",101.7,651,"69,643",107
2012-2013,M_Football,247,"27,329",110.6,167,"18,287",109.5,241,"24,531",101.8,655,"70,147",107.1
2013-2014,M_Football,249,"27,687",111.2,169,"18,530",109.6,246,"25,074",101.9,664,"71,291",107.4
2014-2015,M_Football,250,"27,873",111.5,172,"19,306",112.2,248,"25,609",103.3,670,"72,788",108.6
2015-2016,M_Football,251,"28,380",113.1,173,"19,484",112.6,248,"25,796",104,672,"73,660",109.6
2016-2017,M_Football,251,"28,141",112.1,172,"19,252",111.9,248,"25,670",103.5,671,"73,063",108.9
2017-2018,M_Football,254,"29,029",114.3,170,"19,074",112.2,247,"25,454",103.1,671,"73,557",109.6
2018-2019,M_Football,254,"29,206",115,169,"19,064",112.8,249,"25,442",102.2,672,"73,712",109.7
2019-2020,M_Football,255,"29,234",114.6,168,"18,935",112.7,246,"24,968",101.5,669,"73,137",109.3
2020-2021,M_Football,253,"29,460",116.4,164,"18,801",114.6,240,"22,450",93.5,657,"70,711",107.6
2021-2022,M_Football,,,,169,"20,346",,242,"26,036",,411,"46,382",112.9
2022-2023,M_Football,,,,170,20414,120.1,242,26068,107.7,412,"46,482",112.8
1981-1982,M_Golf,263,"2,963",11.3,134,"1,308",9.8,193,"2,084",10.8,590,"6,355",10.8
1982-1983,M_Golf,263,"3,137",11.9,139,"1,372",9.9,196,"2,079",10.6,598,"6,588",11
1983-1984,M_Golf,258,"3,318",12.9,134,"1,509",11.3,199,"2,378",11.9,591,"7,205",12.2
1984-1985,M_Golf,265,"3,531",13.3,129,"1,416",11,201,"2,550",12.7,595,"7,497",12.6
1985-1986,M_Golf,261,"3,309",12.7,129,"1,455",11.3,201,"2,468",12.3,591,"7,232",12.2
1986-1987,M_Golf,260,"3,232",12.4,112,"1,262",11.3,205,"2,310",11.3,577,"6,804",11.8
1987-1988,M_Golf,265,"3,077",11.6,106,"1,093",10.3,212,"2,366",11.2,583,"6,536",11.2
1988-1989,M_Golf,259,"3,186",12.3,113,"1,153",10.2,198,"2,198",11.1,570,"6,537",11.5
1989-1990,M_Golf,260,"3,188",12.3,117,"1,117",9.5,192,"2,102",10.9,569,"6,407",11.3
1990-1991,M_Golf,266,"3,163",11.9,126,"1,318",10.5,211,"2,294",10.9,603,"6,775",11.2
1991-1992,M_Golf,270,"3,264",12.1,129,"1,298",10.1,211,"2,275",10.8,610,"6,837",11.2
1992-1993,M_Golf,269,"3,282",12.2,138,"1,366",9.9,212,"2,290",10.8,619,"6,938",11.2
1993-1994,M_Golf,278,"3,392",12.2,152,"1,520",10,207,"2,111",10.2,637,"7,023",11
1994-1995,M_Golf,277,"3,269",11.8,156,"1,544",9.9,219,"2,190",10,652,"7,003",10.7
1995-1996,M_Golf,281,"3,147",11.2,184,"1,877",10.2,261,"2,714",10.4,726,"7,738",10.7
1996-1997,M_Golf,278,"3,114",11.2,178,"1,833",10.3,239,"2,533",10.6,695,"7,480",10.8
1997-1998,M_Golf,279,"3,153",11.3,174,"1,792",10.3,243,"2,527",10.4,696,"7,472",10.7
1998-1999,M_Golf,284,"3,152",11.1,180,"1,872",10.4,252,"2,671",10.6,716,"7,696",10.7
1999-2000,M_Golf,287,"3,128",10.9,179,"1,808",10.1,253,"2,758",10.9,719,"7,694",10.7
2000-2001,M_Golf,293,"3,164",10.8,188,"1,918",10.2,269,"2,905",10.8,750,"7,987",10.6
2001-2002,M_Golf,292,"2,968",10.2,193,"1,886",9.8,269,"2,777",10.3,754,"7,631",10.1
2002-2003,M_Golf,288,"3,042",10.6,190,"1,879",9.9,270,"2,860",10.6,748,"7,781",10.4
2003-2004,M_Golf,290,"3,039",10.5,196,"1,989",10.1,272,"2,710",10,758,"7,738",10.2
2004-2005,M_Golf,289,"3,033",10.5,200,"2,079",10.4,273,"2,841",10.4,762,"7,953",10.4
2005-2006,M_Golf,287,"3,029",10.6,214,"2,289",10.7,276,"2,932",10.6,777,"8,250",10.6
2006-2007,M_Golf,285,"2,974",10.4,214,"2,266",10.6,283,"3,078",10.9,782,"8,318",10.6
2007-2008,M_Golf,289,"2,960",10.2,216,"2,280",1036,290,"3,075",10.6,795,"8,315",10.5
2008-2009,M_Golf,291,"2,968",10.2,212,"2,234",10.5,289,"3,097",10.7,792,"8,299",10.5
2009-2010,M_Golf,291,"2,973",10.2,216,"2,254",10.4,291,"3,158",10.9,798,"8,385",10.5
2010-2011,M_Golf,292,"2,951",10.1,226,"2,328",10.3,293,"3,157",10.8,811,"8,436",10.4
2011-2012,M_Golf,292,"2,922",10,232,"2,488",10.7,288,"3,123",10.8,812,"8,533",10.5
2012-2013,M_Golf,298,"2,977",10,232,"2,503",10.8,289,"3,108",10.8,819,"8,588",10.5
2013-2014,M_Golf,297,"2,951",9.9,234,"2,469",10.6,293,"3,234",11,824,"8,654",10.5
2014-2015,M_Golf,297,"2,947",9.9,239,"2,508",10.5,295,"3,199",10.8,831,"8,654",10.4
2015-2016,M_Golf,298,"2,941",9.9,237,"2,470",10.4,300,"3,265",10.9,835,"8,676",10.4
2016-2017,M_Golf,297,"2,918",9.8,233,"2,427",10.4,299,"3,182",10.6,829,"8,527",10.3
2017-2018,M_Golf,299,"2,937",9.8,230,"2,367",10.3,306,"3,305",10.8,835,"8,609",10.3
2018-2019,M_Golf,299,"2,921",9.8,227,"2,353",10.4,312,"3,211",10.3,838,"8,485",10.1
2019-2020,M_Golf,298,"2,922",9.8,220,"2,237",10.2,306,"3,030",9.9,824,"8,189",9.9
2020-2021,M_Golf,295,"2,978",10.1,215,"2,262",10.5,295,"2,835",9.6,805,"8,075",10
2021-2022,M_Golf,292,"2,958",10.1,214,"2,355",11,297,"3,136",10.6,803,"8,449",10.5
2022-2023,M_Golf,295,2889,9.8,216,2349,10.9,298,3364,11.3,809,"8,602",10.6
1981-1982,M_Gymnastics,59,"1,052",17.8,10,151,15.1,10,164,16.4,79,"1,367",17.3
1982-1983,M_Gymnastics,49,"1,114",22.7,11,325,29.5,11,130,11.8,71,"1,569",22.1
1983-1984,M_Gymnastics,50,847,16.9,11,153,13.9,10,165,16.5,71,"1,165",16.4
1984-1985,M_Gymnastics,47,777,16.5,10,147,14.7,8,143,17.9,65,"1,067",16.4
1985-1986,M_Gymnastics,46,714,15.5,9,135,15,6,107,17.8,61,956,15.7
1986-1987,M_Gymnastics,42,654,15.6,7,114,16.3,7,114,16.3,56,882,15.8
1987-1988,M_Gymnastics,42,610,14.5,3,47,15.7,5,74,14.8,50,731,14.6
1988-1989,M_Gymnastics,40,608,15.2,3,36,12,4,46,11.5,47,690,14.7
1989-1990,M_Gymnastics,39,594,15.2,2,24,12,4,46,11.5,45,664,14.8
1990-1991,M_Gymnastics,38,586,15.4,1,14,14,4,58,14.5,43,658,15.3
1991-1992,M_Gymnastics,36,553,15.4,0,N/A,N/A,4,51,12.8,40,604,15.1
1992-1993,M_Gymnastics,36,544,15.1,0,N/A,N/A,4,46,11.5,40,590,14.8
1993-1994,M_Gymnastics,33,492,14.9,0,N/A,N/A,0,N/A,N/A,33,492,14.9
1994-1995,M_Gymnastics,29,421,14.5,0,N/A,N/A,0,N/A,N/A,29,421,14.5
1995-1996,M_Gymnastics,31,415,13.4,1,7,7,7,93,13.3,39,516,13.2
1996-1997,M_Gymnastics,25,355,14.2,1,4,4,2,28,14,28,387,13.8
