Year,Sport,D1Teams,D1Athletes,D1AvgSquad,D2Teams,D2Athletes,D2AvgSquad,D3Teams,D3Athletes,D3AvgSquad,TotalNCAATeams,TotalNCAAAthletes,AvgNCAASquad
1984-1985,W_Field Hockey,83,"2,033",24.5,27,652,24.1,141,"3,357",23.8,251,"6,042",24.1
1985-1986,W_Field Hockey,81,"1,879",23.2,26,703,27,138,"3,322",24.1,245,"5,904",24.1
1986-1987,W_Field Hockey,83,"1,899",22.9,23,614,26.7,127,"2,891",22.8,233,"5,404",23.2
1987-1988,W_Field Hockey,82,"1,875",22.9,23,571,24.8,126,"2,655",21.1,231,"5,101",22.1
1988-1989,W_Field Hockey,78,"1,786",22.9,22,504,22.9,125,"2,675",21.4,225,"4,965",22.1
1989-1990,W_Field Hockey,76,"1,676",22.1,20,457,22.9,123,"2,627",21.4,219,"4,760",21.7
1990-1991,W_Field Hockey,76,"1,719",22.6,13,256,19.7,128,"2,739",21.4,217,"4,714",21.7
1991-1992,W_Field Hockey,74,"1,605",21.7,13,302,23.2,126,"2,567",20.4,213,"4,474",21
1992-1993,W_Field Hockey,71,"1,626",22.9,20,496,24.8,120,"2,496",20.8,211,"4,618",21.9
1993-1994,W_Field Hockey,71,"1,576",22.2,22,510,23.2,121,"2,493",20.6,214,"4,579",21.4
1994-1995,W_Field Hockey,71,"1,562",22,22,506,23,128,"2,611",20.4,221,"4,679",21.2
1995-1996,W_Field Hockey,73,"1,613",22.1,23,550,23.9,135,"2,889",21.4,231,"5,052",21.9
1996-1997,W_Field Hockey,71,"1,527",21.5,25,620,24.8,132,"2,851",21.6,228,"4,998",
1997-1998,W_Field Hockey,72,"1,642",22.8,27,629,23.3,135,"2,957",21.9,234,"5,227",22.3
1998-1999,W_Field Hockey,73,"1,657",22.7,26,629,24.2,141,"3,187",22.6,240,"5,473",22.8
1999-2000,W_Field Hockey,75,"1,680",22.4,24,583,24.3,140,"2,940",21,239,"5,203",21.8
2000-2001,W_Field Hockey,76,"1,687",22.2,25,603,24.1,147,"3,058",20.8,248,"5,347",21.6
2001-2002,W_Field Hockey,77,"1,633",21.2,26,638,24.5,149,"3,025",20.3,252,"5,296",21
2002-2003,W_Field Hockey,77,"1,705",22.1,26,596,22.9,150,"3,084",20.6,253,"5,385",21.3
2003-2004,W_Field Hockey,76,"1,695",22.3,26,607,23.3,153,"3,128",20.4,255,"5,430",21.3
2004-2005,W_Field Hockey,77,"1,688",21.9,26,584,22.5,154,"3,233",21,257,"5,505",21.4
2005-2006,W_Field Hockey,77,"1,693",22,27,604,22.4,154,"3,171",20.6,258,"5,468",21.2
2006-2007,W_Field Hockey,78,"1,732",22.2,26,600,23.4,155,"3,168",20.4,259,"5,500",21.2
2007-2008,W_Field Hockey,78,"1,791",23,25,564,22.6,155,"3,278",21.1,258,"5,633",21.8
2008-2009,W_Field Hockey,76,"1,726",22.7,26,589,22.7,158,"3,288",20.8,260,"5,603",21.6
2009-2010,W_Field Hockey,78,"1,731",22.2,26,578,22.2,158,"3,325",21,262,"5,634",21.5
2010-2011,W_Field Hockey,79,"1,769",22.4,26,589,22.7,159,"3,371",21.2,264,"5,729",21.7
2011-2012,W_Field Hockey,79,"1,771",22.4,27,613,22.7,160,"3,358",21,266,"5,742",21.6
2012-2013,W_Field Hockey,79,"1,779",22.5,27,635,23.5,160,"3,406",21.3,266,"5,820",21.9
2013-2014,W_Field Hockey,79,"1,781",22.5,29,692,23.9,162,"3,429",21.2,270,"5,902",21.9
2014-2015,W_Field Hockey,77,"1,732",22.5,30,716,23.9,164,"3,446",21,271,"5,894",21.7
2015-2016,W_Field Hockey,78,"1,795",23,30,741,24.7,165,"3,496",21.2,273,"6,032",22.1
2016-2017,W_Field Hockey,79,"1,802",22.8,33,795,24.1,164,"3,469",21.2,276,"6,066",22
2017-2018,W_Field Hockey,77,"1,784",23.2,35,826,23.6,163,"3,493",21.4,275,"6,103",22.2
2018-2019,W_Field Hockey,77,"1,772",23,35,823,23.5,166,"3,524",21.2,278,"6,119",22
2019-2020,W_Field Hockey,77,"1,813",23.5,36,838,23.3,168,"3,606",21.5,281,"6,257",22.3
2020-2021,W_Field Hockey,77,"1,783",23.2,36,849,23.6,166,"3,392",20.4,279,"6,024",21.6
2021-2022,W_Field Hockey,77,"1,901",24.7,36,925,25.7,169,"3,685",21.8,282,"6,511",23.1
2022-2023,W_Field Hockey,77,1927,25,40,987,24.7,169,3542,21,286,"6,456",22.6
1981-1982,W_Golf,83,739,8.9,22,167,7.6,20,154,7.7,125,"1,060",8.5
1982-1983,W_Golf,80,803,10,23,170,7.4,16,155,9.7,119,"1,128",9.5
1983-1984,W_Golf,82,795,9.7,21,176,8.4,17,132,7.8,120,"1,103",9.2
1984-1985,W_Golf,85,816,9.6,18,156,8.7,20,163,8.2,123,"1,135",9.2
1985-1986,W_Golf,99,882,8.9,19,146,7.7,23,199,8.7,141,"1,227",8.7
1986-1987,W_Golf,102,894,8.8,16,135,8.4,21,181,8.6,139,"1,210",8.7
1987-1988,W_Golf,99,886,8.9,15,128,8.5,19,158,8.3,133,"1,172",8.8
1988-1989,W_Golf,97,834,8.6,15,113,7.5,20,182,9.1,132,"1,129",8.6
1989-1990,W_Golf,102,830,8.1,17,104,6.1,24,192,8,143,"1,126",7.9
1990-1991,W_Golf,104,955,9.2,18,152,8.4,23,167,7.3,145,"1,274",8.8
1991-1992,W_Golf,111,988,8.9,19,159,8.4,32,540,16.9,162,"1,687",10.4
1992-1993,W_Golf,123,"1,070",8.7,18,151,8.4,36,263,7.3,177,"1,484",8.4
1993-1994,W_Golf,144,"1,224",8.5,23,173,7.5,39,273,7,206,"1,670",8.1
1994-1995,W_Golf,146,"1,270",8.7,25,185,7.4,45,324,7.2,216,"1,779",8.2
1995-1996,W_Golf,159,"1,383",8.7,41,353,8.6,88,634,7.2,288,"2,370",8.2
1996-1997,W_Golf,167,"1,453",8.7,47,357,7.6,89,614,6.9,303,"2,424",
1997-1998,W_Golf,172,"1,548",9,58,464,8,99,693,7,329,"2,705",8.2
1998-1999,W_Golf,183,"1,665",9.1,67,516,7.7,114,764,6.7,364,"2,945",8.1
1999-2000,W_Golf,192,"1,728",9,68,490,7.2,122,891,7.3,382,"3,108",8.1
2000-2001,W_Golf,206,"1,813",8.8,85,621,7.3,146,"1,095",7.5,437,"3,528",8.1
2001-2002,W_Golf,214,"1,855",8.7,89,597,6.7,148,995,6.7,451,"3,447",7.6
2002-2003,W_Golf,216,"1,873",8.7,94,641,6.8,146,968,6.6,456,"3,482",7.6
2003-2004,W_Golf,224,"1,929",8.6,102,691,6.8,151,"1,008",6.7,477,"3,628",7.6
2004-2005,W_Golf,228,"2,020",8.9,107,794,7.4,148,"1,014",6.9,483,"3,828",7.9
2005-2006,W_Golf,231,"2,020",8.7,130,936,7.2,143,"1,025",7.2,504,"3,981",7.9
2006-2007,W_Golf,228,"1,994",8.7,130,984,7.6,154,"1,144",7.4,512,"4,122",8.1
2007-2008,W_Golf,234,"2,047",8.7,130,973,7.5,152,"1,076",7.1,516,"4,096",7.9
2008-2009,W_Golf,243,"2,085",8.6,136,"1,020",7.5,164,"1,203",7.3,543,"4,308",7.9
2009-2010,W_Golf,245,"2,112",8.6,144,"1,095",7.6,168,"1,248",7.4,557,"4,455",8
2010-2011,W_Golf,248,"2,099",8.5,160,"1,236",7.7,167,"1,230",7.4,575,"4,565",7.9
2011-2012,W_Golf,253,"2,127",8.4,168,"1,319",7.9,175,"1,306",7.5,596,"4,752",8
2012-2013,W_Golf,261,"2,204",8.4,174,"1,345",7.7,182,"1,335",7.3,617,"4,884",7.9
2013-2014,W_Golf,260,"2,198",8.5,184,"1,456",7.9,187,"1,422",7.6,631,"5,076",8
2014-2015,W_Golf,259,"2,170",8.4,195,"1,535",7.9,197,"1,516",7.7,651,"5,221",8
2015-2016,W_Golf,261,"2,176",8.3,195,"1,561",8,200,"1,556",7.8,656,"5,293",8.1
2016-2017,W_Golf,263,"2,181",8.3,192,"1,560",8.1,212,"1,631",7.7,667,"5,372",8.1
2017-2018,W_Golf,267,"2,189",8.2,195,"1,540",7.9,223,"1,646",7.4,685,"5,375",7.8
2018-2019,W_Golf,267,"2,196",8.2,198,"1,547",7.8,235,"1,693",7.2,700,"5,436",7.8
2019-2020,W_Golf,266,"2,172",8.2,196,"1,562",8,240,"1,723",7.2,702,"5,457",7.8
2020-2021,W_Golf,263,"2,238",8.5,198,"1,602",8.1,234,"1,633",7,695,"5,473",7.9
2021-2022,W_Golf,262,"2,229",8.5,198,"1,646",8.3,236,"1,846",7.8,696,"5,721",8.2
2022-2023,W_Golf,265,2245,8.5,200,1641,8.2,239,1847,7.7,704,"5,733",8.1
1981-1982,W_Gymnastics,99,"1,059",10.7,42,513,12.2,38,491,12.9,179,"2,063",11.5
1982-1983,W_Gymnastics,83,994,12,46,473,10.3,41,467,11.4,170,"1,934",11.4
1983-1984,W_Gymnastics,82,"1,036",12.6,41,522,12.7,37,545,14.7,160,"2,103",13.1
1984-1985,W_Gymnastics,79,"1,039",13.2,36,472,13.1,35,535,15.3,150,"2,046",13.6
1985-1986,W_Gymnastics,79,"1,021",12.9,34,479,14.1,30,440,14.7,143,"1,940",13.6
1986-1987,W_Gymnastics,72,935,13,25,332,13.3,28,373,13.3,125,"1,640",13.1
1987-1988,W_Gymnastics,71,929,13.1,23,304,13.2,27,348,12.9,121,"1,581",13.1
1988-1989,W_Gymnastics,69,952,13.8,20,278,13.9,23,320,13.9,112,"1,550",13.8
1989-1990,W_Gymnastics,68,937,13.8,21,291,13.9,19,265,13.7,108,"1,493",13.8
1990-1991,W_Gymnastics,67,878,13.1,19,244,12.8,17,227,13.4,103,"1,349",13.1
1991-1992,W_Gymnastics,69,894,13,12,167,13.9,15,207,13.8,96,"1,268",13.2
1992-1993,W_Gymnastics,67,898,13.4,10,117,11.7,14,185,13.2,91,"1,200",13.2
1993-1994,W_Gymnastics,68,945,13.9,10,109,10.9,14,188,13.4,92,"1,242",13.5
1994-1995,W_Gymnastics,67,945,14.1,10,126,12.6,13,173,13.3,90,"1,244",13.8
1995-1996,W_Gymnastics,69,"1,001",14.5,8,113,14.1,19,270,14.2,96,"1,383",14.4
1996-1997,W_Gymnastics,67,"1,018",15.2,8,102,12.8,16,214,13.4,91,"1,335",
1997-1998,W_Gymnastics,68,"1,054",15.5,7,102,14.5,16,261,16.3,91,"1,416",15.6
1998-1999,W_Gymnastics,67,"1,119",16.7,7,104,14.8,16,267,16.7,90,"1,490",16.6
1999-2000,W_Gymnastics,67,"1,112",16.6,7,102,14.6,16,246,15.4,90,"1,461",16.2
2000-2001,W_Gymnastics,67,"1,079",16.1,7,98,14,16,237,14.8,90,"1,414",15.7
2001-2002,W_Gymnastics,66,"1,106",16.8,7,98,14,16,236,14.8,89,"1,440",16.2
2002-2003,W_Gymnastics,64,"1,043",16.3,7,99,14.1,15,224,14.9,86,"1,366",15.9
2003-2004,W_Gymnastics,64,"1,047",16.4,7,100,14.3,15,233,15.5,86,"1,380",16
2004-2005,W_Gymnastics,63,"1,079",17.1,7,102,14.6,15,221,14.7,85,"1,402",16.5
2005-2006,W_Gymnastics,65,"1,076",16.6,6,92,15.3,15,246,16.4,86,"1,414",16.4
2006-2007,W_Gymnastics,65,"1,109",17.1,5,93,18.6,16,270,16.9,86,"1,472",17.1
2007-2008,W_Gymnastics,64,"1,070",16.7,5,92,18.4,16,268,16.6,85,"1,430",16.8
2008-2009,W_Gymnastics,63,"1,070",17,5,105,21,16,280,17.5,84,"1,455",17.3
2009-2010,W_Gymnastics,63,"1,054",16.7,5,98,19.6,15,265,17.7,83,"1,417",17.1
2010-2011,W_Gymnastics,63,"1,095",17.4,5,101,20.2,15,267,17.8,83,"1,463",17.6
2011-2012,W_Gymnastics,62,"1,052",17,6,128,21.3,15,260,17.3,83,"1,440",17.3
2012-2013,W_Gymnastics,62,"1,105",17.8,6,117,19.5,14,266,19,82,"1,488",18.1
2013-2014,W_Gymnastics,62,"1,118",18,6,125,20.8,14,270,19.3,82,"1,513",18.5
2014-2015,W_Gymnastics,61,"1,085",17.8,6,114,19,15,293,19.5,82,"1,492",18.2
2015-2016,W_Gymnastics,61,"1,058",17.3,7,130,18.6,15,314,20.9,83,"1,502",18.1
2016-2017,W_Gymnastics,61,"1,083",17.8,7,131,18.7,15,309,20.6,83,"1,523",18.3
2017-2018,W_Gymnastics,61,"1,117",18.3,7,136,19.4,15,294,19.6,83,"1,547",18.6
2018-2019,W_Gymnastics,61,"1,105",18.1,7,148,21.1,15,289,19.3,83,"1,542",18.6
2019-2020,W_Gymnastics,60,"1,102",18.4,6,118,19.7,15,295,19.7,81,"1,515",18.7
2020-2021,W_Gymnastics,61,"1,188",19.5,5,101,20.2,15,297,19.8,81,"1,586",19.6
2021-2022,W_Gymnastics,61,"1,258",20.6,5,110,22,15,339,22.6,81,"1,707",21.1
2022-2023,W_Gymnastics,61,1265,20.7,5,115,23,17,335,19.7,83,"1,715",20.7
1981-1982,W_Ice Hockey,9,178,19.8,0,N/A,N/A,8,158,19.8,17,336,19.8
1982-1983,W_Ice Hockey,8,171,21.4,0,N/A,N/A,9,188,20.9,17,359,21.1
1983-1984,W_Ice Hockey,8,158,19.8,0,N/A,N/A,7,148,21.1,15,306,20.4
1984-1985,W_Ice Hockey,7,162,23.1,0,N/A,N/A,8,197,24.6,15,359,23.9
1985-1986,W_Ice Hockey,8,151,18.9,0,N/A,N/A,6,154,25.7,14,305,21.8
1995-1996,W_Ice Hockey,11,235,21.4,0,N/A,N/A,10,179,17.9,21,414,19.7
1996-1997,W_Ice Hockey,10,253,25.3,1,15,15,11,196,17.8,22,464,
1997-1998,W_Ice Hockey,14,332,23.7,1,19,19,15,285,19,30,636,21.2
1998-1999,W_Ice Hockey,16,378,23.6,4,101,25.3,20,421,21.1,40,900,22.5
1999-2000,W_Ice Hockey,20,472,23.6,4,94,23.5,26,525,20.2,50,"1,091",21.8
2000-2001,W_Ice Hockey,27,643,23.8,2,47,23.6,34,690,20.3,63,"1,380",21.9
2001-2002,W_Ice Hockey,29,604,20.8,1,19,19,39,810,20.8,69,"1,433",20.8
2002-2003,W_Ice Hockey,30,712,23.7,1,22,22,39,857,22,70,"1,591",22.7
2003-2004,W_Ice Hockey,30,690,23,2,48,24,40,862,21.6,72,"1,600",22.2
2004-2005,W_Ice Hockey,29,676,23.3,2,55,27.5,43,948,22,74,"1,679",22.7
2005-2006,W_Ice Hockey,31,730,23.5,2,54,27,42,943,22.5,75,"1,727",23
2006-2007,W_Ice Hockey,33,828,25.1,2,52,26,44,948,21.5,79,"1,828",23.1
2007-2008,W_Ice Hockey,34,837,24.6,2,52,26,45,"1,007",22.4,81,"1,896",23.4
2008-2009,W_Ice Hockey,35,816,23.3,2,50,25,47,"1,110",23.6,84,"1,976",23.5
2009-2010,W_Ice Hockey,35,793,22.7,2,48,24,47,"1,100",23.4,84,"1,941",23.1
2010-2011,W_Ice Hockey,35,824,23.5,3,71,23.7,49,"1,154",23.6,87,"2,049",23.6
2011-2012,W_Ice Hockey,34,821,24.1,3,75,25,49,"1,160",23.7,86,"2,056",23.9
2012-2013,W_Ice Hockey,34,825,24.3,4,99,24.8,51,"1,166",22.9,89,"2,090",23.5
2013-2014,W_Ice Hockey,34,799,23.5,4,108,27,52,"1,233",23.7,90,"2,140",23.8
2014-2015,W_Ice Hockey,35,846,24.2,4,99,24.8,52,"1,230",23.7,91,"2,175",23.9
2015-2016,W_Ice Hockey,36,855,23.8,4,98,24.5,58,"1,336",23,98,"2,289",23.4
2016-2017,W_Ice Hockey,36,846,23.5,5,117,23.4,59,"1,392",23.6,100,"2,355",23.6
2017-2018,W_Ice Hockey,35,853,24.4,5,115,23,62,"1,432",23.1,102,"2,400",23.5
2018-2019,W_Ice Hockey,35,860,24.6,5,110,22,66,"1,561",23.7,106,"2,531",23.9
2019-2020,W_Ice Hockey,36,872,24.2,5,129,25.8,67,"1,588",23.7,108,"2,589",24
2020-2021,W_Ice Hockey,36,829,23,5,124,24.8,67,"1,560",23.3,108,"2,513",23.3
2021-2022,W_Ice Hockey,34,877,25.8,6,162,27,72,"1,812",25.2,112,"2,851",25.5
2022-2023,W_Ice Hockey,34,877,25.8,7,179,25.6,72,1832,25.4,113,"2,888",25.6
1981-1982,W_Lacrosse,39,930,23.8,13,358,27.5,53,"1,360",25.7,105,"2,648",25.2
1982-1983,W_Lacrosse,36,928,25.8,14,348,24.9,63,"1,611",25.6,113,"2,887",25.5
1983-1984,W_Lacrosse,36,983,27.3,14,343,24.5,64,"1,635",25.5,114,"2,961",26
1984-1985,W_Lacrosse,35,"1,039",29.7,14,326,23.3,65,"1,846",28.4,114,"3,211",28.2
1985-1986,W_Lacrosse,34,971,28.6,14,337,24.1,65,"1,736",26.7,113,"3,044",26.9
1986-1987,W_Lacrosse,35,"1,002",28.6,13,298,22.9,66,"1,688",25.6,114,"2,988",26.2
1987-1988,W_Lacrosse,34,902,26.5,13,299,23,67,"1,591",23.7,114,"2,792",24.5
1988-1989,W_Lacrosse,33,835,25.3,13,303,23.3,72,"1,742",24.2,118,"2,880",24.4
1989-1990,W_Lacrosse,34,861,25.3,12,280,23.3,73,"1,767",24.2,119,"2,908",24.4
1990-1991,W_Lacrosse,33,820,24.8,12,323,26.9,73,"1,678",23,118,"2,821",23.9
1991-1992,W_Lacrosse,34,841,24.7,10,243,24.3,78,"1,774",22.7,122,"2,858",23.4
1992-1993,W_Lacrosse,35,945,27,11,266,24.2,80,"1,792",22.4,126,"3,003",23.8
1993-1994,W_Lacrosse,37,903,24.4,12,302,25.2,84,"1,772",21.1,133,"2,977",22.4
1994-1995,W_Lacrosse,40,956,23.9,12,302,25.2,92,"1,960",21.3,144,"3,218",22.3
1995-1996,W_Lacrosse,47,"1,194",25.4,15,372,24.8,102,"2,213",21.7,164,"3,779",23
1996-1997,W_Lacrosse,56,"1,366",24.4,19,405,21.3,108,"2,279",21.1,183,"4,050",
1997-1998,W_Lacrosse,60,"1,482",24.7,22,513,23.3,119,"2,392",20.1,201,"4,387",21.8
1998-1999,W_Lacrosse,66,"1,663",25.2,23,497,21.6,124,"2,592",20.9,213,"4,752",22.3
1999-2000,W_Lacrosse,71,"1,832",25.8,24,504,21,130,"2,652",20.4,225,"4,988",22.2
2000-2001,W_Lacrosse,71,"1,846",26,26,562,21.6,141,"2,848",20.2,238,"5,256",22.1
2001-2002,W_Lacrosse,75,"1,830",24.4,28,613,21.9,146,"2,883",19.7,249,"5,326",21.4
2002-2003,W_Lacrosse,77,"2,005",26,29,630,21.7,150,"2,941",19.6,256,"5,576",21.8
2003-2004,W_Lacrosse,77,"1,995",25.9,32,674,21.1,149,"2,876",19.3,258,"5,545",21.5
2004-2005,W_Lacrosse,80,"2,035",25.4,34,678,19.9,150,"3,033",20.2,264,"5,746",21.8
2005-2006,W_Lacrosse,80,"2,079",26,38,806,21.2,153,"3,114",20.4,271,"5,999",22.1
2006-2007,W_Lacrosse,79,"2,145",27.2,40,873,21.8,167,"3,393",20.3,286,"6,411",22.4
2007-2008,W_Lacrosse,84,"2,317",27.6,42,919,21.9,175,"3,594",20.5,301,"6,830",22.7
2008-2009,W_Lacrosse,86,"2,341",27.2,48,"1,058",22,185,"3,820",20.6,319,"7,219",22.6
2009-2010,W_Lacrosse,89,"2,444",27.5,54,"1,199",22.2,201,"4,040",20.1,344,"7,683",22.3
2010-2011,W_Lacrosse,89,"2,433",27.3,62,"1,418",22.9,206,"4,217",20.5,357,"8,068",22.6
2011-2012,W_Lacrosse,91,"2,495",27.4,70,"1,610",23,215,"4,377",20.4,376,"8,482",22.6
2012-2013,W_Lacrosse,100,"2,784",27.8,76,"1,758",23.1,240,"4,979",20.7,416,"9,521",22.9
2013-2014,W_Lacrosse,103,"3,018",29.3,85,"1,962",23.1,255,"5,350",21,443,"10,330",23.3
2014-2015,W_Lacrosse,106,"3,172",29.9,94,"2,157",22.9,270,"5,665",21,470,"10,994",23.4
2015-2016,W_Lacrosse,110,"3,344",30.4,100,"2,320",23.2,273,"5,711",20.9,483,"11,375",23.6
2016-2017,W_Lacrosse,111,"3,424",30.8,107,"2,494",23.3,280,"5,834",20.8,498,"11,752",23.6
2017-2018,W_Lacrosse,115,"3,649",31.7,110,"2,569",23.4,280,"5,843",20.9,505,"12,061",23.9
2018-2019,W_Lacrosse,116,"3,661",31.6,112,"2,634",23.5,291,"6,157",21.2,519,"12,452",24
2019-2020,W_Lacrosse,117,"3,902",33.4,114,"2,787",24.4,292,"6,242",21.4,523,"12,931",24.7
2020-2021,W_Lacrosse,118,"4,109",34.8,111,"2,801",25.2,292,"6,011",20.6,521,"12,921",24.8
2021-2022,W_Lacrosse,119,"4,082",34.3,113,"2,906",25.7,290,"6,306",21.7,522,"13,294",25.5
2022-2023,W_Lacrosse,122,4179,34.3,115,3089,26.9,285,6213,21.8,522,"13,481",25.8
1981-1982,W_Rifle,10,64,6.4,2,9,4.5,4,17,4.3,16,90,5.6
2022-2023,W_Rifle,22,148,6.7,2,8,4,2,12,6,26,168,6.5
1995-1996,W_Rifle*,7,73,10.4,1,6,6,2,12,6,10,91,9.1
1996-1997,W_Rifle*,7,33,4.7,1,4,4,4,23,5.8,12,60,
1997-1998,W_Rifle*,8,37,4.6,1,6,6,2,7,3.5,11,50,4.5
1998-1999,W_Rifle*,32,141,4.4,1,5,5,11,40,3.6,44,185,4.2
1999-2000,W_Rifle*,31,245,7.9,2,16,7.8,10,50,5,43,311,7.2
2000-2001,W_Rifle*,31,211,6.8,2,13,6.5,12,60,5,45,284,6.3
2001-2002,W_Rifle*,34,172,5.1,2,16,8,10,52,5.2,46,240,5.2
2002-2003,W_Rifle*,33,177,5.4,2,14,7,8,38,4.8,43,229,5.3
2003-2004,W_Rifle*,29,163,5.6,2,4,2,8,38,4.8,39,205,5.3
2004-2005,W_Rifle*,27,178,6.6,1,6,6,8,45,5.6,36,229,6.4
2005-2006,W_Rifle*,27,167,6.2,3,15,5,7,35,5,37,217,5.9
2006-2007,W_Rifle*,27,171,6.3,3,24,8,6,35,5.8,36,230,6.4
2007-2008,W_Rifle*,25,136,5.4,3,17,5.7,8,29,3.6,36,182,5.1
2008-2009,W_Rifle*,24,125,5.2,4,24,6,7,23,3.3,35,172,4.9
2009-2010,W_Rifle*,23,137,6,4,22,5.5,9,31,3.4,36,190,5.3
2010-2011,W_Rifle*,22,136,6.2,4,19,4.8,8,26,3.3,34,181,5.3
2011-2012,W_Rifle*,21,133,6.3,5,17,3.4,8,26,3.3,34,176,5.2
2012-2013,W_Rifle*,21,135,6.4,5,21,4.2,5,29,5.8,31,185,6
2013-2014,W_Rifle*,24,151,6.3,5,21,4.2,5,22,4.4,34,194,5.7
2014-2015,W_Rifle*,24,151,6.3,4,21,5.3,4,20,5,32,192,6
2015-2016,W_Rifle*,24,164,6.8,3,15,5,3,15,5,30,194,6.5
2016-2017,W_Rifle*,24,163,6.8,3,17,5.7,3,9,3,30,189,6.3
2017-2018,W_Rifle*,25,178,7.1,2,9,4.5,3,9,3,30,196,6.5
2018-2019,W_Rifle*,24,179,7.5,2,7,3.5,3,8,2.7,29,194,6.7
2019-2020,W_Rifle*,22,159,7.2,2,9,4.5,3,8,2.7,27,176,6.5
2020-2021,W_Rifle*,22,163,7.4,2,10,5,3,7,2.3,27,180,6.7
2021-2022,W_Rifle*,22,175,8,2,9,4.5,2,11,5.5,26,195,7.5
1987-1988,W_Rowing,24,917,38.2,6,190,31.7,15,452,30.1,45,"1,559",34.6
1988-1989,W_Rowing,21,773,36.8,5,135,27,13,321,24.7,39,"1,229",31.5
1995-1996,W_Rowing,51,"2,494",48.9,11,282,25.6,28,778,27.8,90,"3,554",39.5
1996-1997,W_Rowing,54,"3,019",55.9,13,373,28.7,31,"1,051",33.9,98,"4,443",
1997-1998,W_Rowing,63,"3,471",55.1,14,388,27.7,34,"1,149",33.8,111,"5,008",45.1
1998-1999,W_Rowing,71,"3,933",55.4,14,482,34.4,37,"1,214",32.8,122,"5,629",46.1
1999-2000,W_Rowing,75,"4,020",53.6,13,459,35.3,41,"1,304",31.8,129,"5,783",44.8
2000-2001,W_Rowing,82,"4,485",54.7,14,519,37.1,42,"1,344",32,138,"6,349",46
2001-2002,W_Rowing,83,"4,484",54,15,520,34.7,42,"1,187",28.3,140,"6,191",44.2
2002-2003,W_Rowing,84,"4,895",58.3,16,507,31.7,41,"1,288",31.4,141,"6,690",47.4
2003-2004,W_Rowing,85,"4,945",58.2,16,497,31.1,42,"1,363",32.5,143,"6,805",47.6
2004-2005,W_Rowing,85,"5,101",60,15,476,31.7,41,"1,410",34.4,141,"6,987",49.6
2005-2006,W_Rowing,86,"5,134",59.7,15,476,31.7,41,"1,292",31.5,142,"6,902",48.6
2006-2007,W_Rowing,86,"5,441",63.3,15,416,27.7,43,"1,353",31.5,144,"7,210",50.1
2007-2008,W_Rowing,86,"5,239",60.9,15,465,31,43,"1,320",30.7,144,"7,024",48.8
2008-2009,W_Rowing,87,"5,448",62.6,16,467,29.2,43,"1,374",32,146,"7,289",49.9
2009-2010,W_Rowing,86,"5,221",60.7,16,465,29.1,41,"1,313",32,143,"6,999",48.9
2010-2011,W_Rowing,85,"5,195",61.1,17,503,29.6,40,"1,276",31.9,142,"6,974",49.1
2011-2012,W_Rowing,87,"5,428",62.4,18,504,28,40,"1,350",33.8,145,"7,282",50.2
2012-2013,W_Rowing,88,"5,646",64.2,18,508,28.2,41,"1,366",33.3,147,"7,520",51.2
2013-2014,W_Rowing,88,"5,856",66.5,16,537,33.6,41,"1,295",31.6,145,"7,688",53
2014-2015,W_Rowing,88,"5,668",64.4,16,495,30.9,42,"1,303",31,146,"7,466",51.1
2015-2016,W_Rowing,88,"5,653",64.2,16,498,31.1,42,"1,318",31.4,146,"7,469",51.2
2016-2017,W_Rowing,89,"5,600",62.9,16,500,31.3,41,"1,345",32.8,146,"7,445",51
2017-2018,W_Rowing,88,"5,526",62.8,16,500,31.3,41,"1,251",30.5,145,"7,277",50.2
2018-2019,W_Rowing,88,"5,472",62.2,16,517,32.3,44,"1,305",29.7,148,"7,294",49.3
2019-2020,W_Rowing,88,"5,577",63.4,16,476,29.8,46,"1,347",29.3,150,"7,400",49.3
2020-2021,W_Rowing,88,"4,609",52.4,15,399,26.6,43,"1,188",27.6,146,"6,196",42.4
2021-2022,W_Rowing,87,"5,134",59,15,439,29.3,44,"1,254",28.5,146,"6,827",46.8
2022-2023,W_Rowing,90,5142,57.1,14,394,28.1,42,1171,27.9,146,"6,707",45.9
2002-2003,W_Rugby,1,27,27,0,N/A,N/A,1,47,47,2,74,37
2003-2004,W_Rugby,1,25,25,0,N/A,N/A,1,38,38,2,63,31.5
2004-2005,W_Rugby,1,29,29,1,40,40,1,47,47,3,76,25.3
2005-2006,W_Rugby,1,25,25,1,37,N/A,2,87,43.5,4,149,37.3
2006-2007,W_Rugby,1,20,20,1,30,30,3,93,31,5,143,28.6
2007-2008,W_Rugby,1,26,26,1,45,45,3,110,36.7,5,181,36.2
2008-2009,W_Rugby,1,23,23,1,54,54,3,107,35.7,5,184,36.8
2009-2010,W_Rugby,1,19,19,1,40,40,2,87,43.5,4,146,36.5
2010-2011,W_Rugby,2,50,25,1,55,55,2,92,46,5,197,39.4
2011-2012,W_Rugby,2,40,20,1,49,49,2,77,38.5,5,166,33.2
2012-2013,W_Rugby,2,37,18.5,1,55,55,2,84,42,5,176,35.2
2013-2014,W_Rugby,3,86,28.7,1,44,44,2,74,37,6,204,34
2014-2015,W_Rugby,4,133,33.3,1,51,51,2,84,42,7,268,38.3
2015-2016,W_Rugby,8,213,26.6,2,87,43.5,2,72,36,12,372,31
2016-2017,W_Rugby,7,200,28.6,3,96,32,4,134,33.5,14,430,30.7
